id,transcription,translation,language,speaker_id,gender,duration,source,audio_path,audio_root
19874,Labake se hart het vinnig begin klop.,Labake's heart started beating fast.,afrikaans,d6750e1ea2c72ab140eb8a3fa190a07d8461ff14a54edd659104c61535ad6082,Female,2.1559998989105225,intron-MT,data/audio/intron/afrikaans/2cefe1f308fea009db2cc4b62c468bee_3FdwWuA5.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
22228,Ek het na my tandarts gegaan en hy kon niks sien nie. Ek kan want ek weet hoe my tong lyk maar dit bly verander. op die oomblik is dit geiriteerd,I went to my dentist and he couldn t see anything.  I can because I know what my tongue looks like but it does keep changing.  Right now it is irritated.,afrikaans,5035b71f87d9f0e7bbd42229a49a123500f45da911451bfc143bb3f20d058b8c,Female,10.187000274658203,intron-MT,data/audio/intron/afrikaans/a81da7f103227563e5b214d100e3eacf_KLo9AWI2.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
20002,In die dood van die nag het hy spesiale gesange teen die vyande van sy pasiënte gesing. Die gevolge was gewoonlik dramaties.,In the dead of the night he would chant special incantations against the enemies of his patients. The effect was usually dramatic.,afrikaans,d6750e1ea2c72ab140eb8a3fa190a07d8461ff14a54edd659104c61535ad6082,Female,8.390999794006348,intron-MT,data/audio/intron/afrikaans/4635f27d75a66605d5937f63905e9c86_SXbMPC6B.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
24628,Hoop my antwoord was nuttig vir jou. Ek help graag enige tyd. Verdere verduidelikings en konsultasies oor Chat Doctor is welkom.,Hope my answer was helpful for you.  I am happy to help any time.  Further clarifications and consultations on Chat Doctor are welcome.,afrikaans,8fa0ec4af8f1d047a5051558074e6ae61cc4edd8c7382193823d0df59a7e92cd,Female,11.08899974822998,intron-MT,data/audio/intron/afrikaans/acd51258cccb0982a736458b3b70cdee_J2AYfE71.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
17488,"Een ding wat ek konsekwent vind, is die feit dat dit gewoonlik een tot twee dae na die gebruik van 'n allergie- of verkouemedikasie gebeur.","One thing that I find to be consistent, is the fact that this generally occurrs one to two days after taking an allergy or cold medication.",afrikaans,1dca6b31e259f447a5c9997a4247d558cd4ce6987e090dcb4addb73acd421f93,Female,9.437999725341797,intron-MT,data/audio/intron/afrikaans/396da1ad34a96789516de0ee06e174cb_iNMNHLz5.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
25929,"Dit kan wees as gevolg van enige van die faktore van muskuloskeletale afwykings, neurologiese versteuring of kan selfs as gevolg van sielkundige faktore wees. ","It might be due to any of the factor from musculoskeletal disorders, Neurological disorder or may be even due to psychological factors.",afrikaans,732105475394c5f99a25f0e78d7efb4471d1172547f3c0a991b1eb5b468fa321,Female,12.347000122070312,intron-MT,data/audio/intron/afrikaans/cff534ba8a8969cbd801bb850e05fee0_RYKL4zIW.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
26255,Ek het n pasaangeer in my linkerkant van my bors. Ek het dit nou al vyf jaar gehad. Ek het gevoelloosheid gehad en tinteling.,I have a double chamber pacemaker in my left side of my chest.  Every since i have had it for 5 years now.  I have had numbness.  And tingling.,afrikaans,75927b2958412de01a61b19eb195efa183219dc0ab09bb370f4b0c4e3bd8d76c,Female,12.366000175476074,intron-MT,data/audio/intron/afrikaans/fb472e2ff6bc1b3d3fd3db024104a20a_L46UgMiC.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
23292,"Hi, dankie. Alhoewel daar gedokumenteerde skadelike interaksies tussen Losartan kalium  en super termogeniese Oxyelite - Pro is, is dit egter nie raadsaam om hierdie twee saam te neem nie. ","Thanks Hi, Although there is documented harmful interactions between Losartan potassium and super thermogenic Oxyelite-Pro however it is not advisable to take these two together.",afrikaans,732105475394c5f99a25f0e78d7efb4471d1172547f3c0a991b1eb5b468fa321,Female,14.128999710083008,intron-MT,data/audio/intron/afrikaans/d164af053773ee2c13625bf6f6e50d1f_DWPlTBcl.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
23130,"Moet ek ondersoek word vir moontlike sweepslag of kan dit iets anders wees wat verband hou met die ongeluk?
Hi, dankie vir jou navraag.","Should I go get seen for possible whiplash or could it be something else associated with the accident.  Hi, Thank you for posting your query.",afrikaans,3583e813d6c82ea292e06c610d6b512589d54a531d3515f1664ef056d7218d60,Female,8.177000045776367,intron-MT,data/audio/intron/afrikaans/427b6535fe13fd5981c30f6f2beec971_PSvGJQqf.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
19049,"Dis soos die snaakse ding. Goed, ek het my eie kamer, tipe 2",It's like the snotty stuff. Alright. I have my own room. Type 2.,afrikaans,d4899ac86b1e6be89fab12118255fe5ab384c0c67552a7be26e33a1b0e87b1f1,Female,5.044000148773193,intron-MT,data/audio/intron/afrikaans/0a2ca2a620d27b74a2e633d3ef05d307_Lgq39u42.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
23705,"Toegeneem dat die area rooi, seergemaak en baie pynlik is. Ek is onseker of dit van die room is of dit 'n wart is. Al wat ek weet, is dit baie onaangenaam.","Granted the area is red, sore and highly painful.  I m unsure if it s from the cream or if it s a wart.  All I know is it s very unpleasant.",afrikaans,331eca772f84094961aa4ce1df8a8512f7ac4e61f67847c27cb7d56593727c10,Female,13.460000038146973,intron-MT,data/audio/intron/afrikaans/9b4a6b26a41a051b879673e556471a1e_Z5MQqK0A.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
20019,"Dit is Huidige Windows, waar ons alle vensters in 'n galery in Londen, in Soho, vervang het met hierdie moderne weergawe van gebrandskilderde glas.","These are Current Windows, where we replaced all windows in a gallery in London, in Soho, with this modern version of stained glass.",afrikaans,d6750e1ea2c72ab140eb8a3fa190a07d8461ff14a54edd659104c61535ad6082,Female,11.194999694824219,intron-MT,data/audio/intron/afrikaans/b18416aba279ee886d4214abc4db65d1_7b1GVs15.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
21724,"Ok, So, bly jy alleen? Het jy kinders?","OK, So, do you live alone? Do you have kids?",afrikaans,3c21832945c00003b980b1a59aa83c7f7102142e24e735bca955678672da5505,Male,2.996999979019165,intron-MT,data/audio/intron/afrikaans/3c9cbc591894344647cafe4ccffe27a9_e1yJwgOG.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
26003,Dit is nou meer as n maand en die pyn is nogsteeds so erg. Daar is n trek gevoel in my bekken area. Dit voel of dit aan my penis trek. ,.Now its been over a month and the pain is still as intense.  There is a pulling feeling in my pelvic area.and it feels like it is pulling on my penis.,afrikaans,732105475394c5f99a25f0e78d7efb4471d1172547f3c0a991b1eb5b468fa321,Female,10.053999900817871,intron-MT,data/audio/intron/afrikaans/8739b5c1ecd577e4801f47974d2e2f8e_gbzZxztN.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
26828,"Moet dit so seer wees? Wat moet ek gebruik? Dankie Felicity, Dankie vir jou navraag op ""Chat Doctor"". Ek verstaan die feit dat jy bekommerd is.",should it be this sore?  what should i take?  thanks felicity Thanks for your question on Chat Doctor.  I can understand your concern.,afrikaans,2dc59dc4f0c9365331b0862d58e7812fb46248a55338760079c0d528cf8d05ca,Female,12.027999877929688,intron-MT,data/audio/intron/afrikaans/811fd12fb9e25e760d2fe3c79519b084_IT3llVCn.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
22769,Ek ervaar tinteling en speld en naald gevoel in my hande en arms. Gedink ek het dit nou die dag in my bene opgemerk?,I am experiencing tingling and pin and needle feeling in my hands and arms.  Thought I noticed it in my legs the other day?,afrikaans,253564c9f64abf4de073140b6282acba817615e41300913c1000dd80dfcd4949,Female,13.048999786376953,intron-MT,data/audio/intron/afrikaans/fca477b5919ff4e2e59ef8e1dae08806_oJREicUf.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
26383,"My voorvel het krakies en soms kom daar bloed uit. As ek die voorvel terug trek, is dit pynvol. As gevolg van dit raak die krakies groter. Stel asseblief medikasie voor. ","My foreskin has some cracks and sometimes blood also come.  If I stretch foreskin back, it is painful.  Also due to this, the cracks become larger.  Kindly suggest some medications.",afrikaans,2dc59dc4f0c9365331b0862d58e7812fb46248a55338760079c0d528cf8d05ca,Female,14.618000030517578,intron-MT,data/audio/intron/afrikaans/ffa7b7009aaffa567d21eafbcc32560b_S1Ud42zp.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
24625,"In antwoord op jou laaste navraag, ja, as jy stres ondergaan en jou simptome word vererger deur stres, is psigosomaties 'n moontlikheid. Selfs allergieë kan vererger word deur geestelike stres.4.","In reply to your last query, yes, if you are undergoing stress and your symptoms are aggravated by stress, psychosomatic is a possibility.  Even allergies can be aggravated by mental stress.4.",afrikaans,8fa0ec4af8f1d047a5051558074e6ae61cc4edd8c7382193823d0df59a7e92cd,Female,14.579000473022461,intron-MT,data/audio/intron/afrikaans/68ea875343fec7a416397bd72236e304_6qDw9NWZ.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
22933,Ekt n dokter gaan sien en xstrale laat neem. Hul het niks gesien nie. Hul het gese ek het dit verstuit en my in n sling gesit.,I went and saw a doctor and got an X-ray.  They said they didn t see anything.  So they said I strained it and put me in a sling.,afrikaans,3583e813d6c82ea292e06c610d6b512589d54a531d3515f1664ef056d7218d60,Female,8.458000183105469,intron-MT,data/audio/intron/afrikaans/51ce92b45113de4c73b8241ee0062871_knEr4wSx.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
25833,"Selfs na 3 maande, is die wond op my knie nie herltemal gesond nie, dit wys 'n geswelde massa vel in die middel van die wond onder die knie","Even after 3 months, the wound on knee is not completely healed, shows swelling like mass of skin at the centre of wound below the knee.",afrikaans,5b5f4e7fe015048a6d26d5981c426cd6d9352cdebb7eb61c84e718c5e2b0ed33,Female,9.394000053405762,intron-MT,data/audio/intron/afrikaans/3f59f48721c46d18ff9753052ca2ea04_shL2ef8q.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
22941,Ek het n infeksie in my tand  en kan eers Maandag n dokter sien. Dit swel vinnig. Clydamicine het die vorige keer gehelp vir die infeksie en swelling. ,I have a tooth infection and cannot be seen by doctor until Monday it is swelling fast.  Clydamicine worked to bring the infection and swelling down last time.,afrikaans,3583e813d6c82ea292e06c610d6b512589d54a531d3515f1664ef056d7218d60,Female,9.76200008392334,intron-MT,data/audio/intron/afrikaans/d650840b9730eea98c0c522f434f872e_jRquZxZ6.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
27614,"Dit sal nie enige newe-effekte hê nie . Ek sal met liefde wil weet of dit hulpvol was . Jy kan ons enige tyd kontak met ander navrae . Groete , Chat Doctor .",It won't have any adverse effects.  I will be happy to know if it was helpful.  You can approach us anytime with another queryRegards Chat Doctor.,afrikaans,6cf22a8411bc046483fe962480d477c7864c11a95cede5ad3daeb0a4ca99fba9,Male,9.371000289916992,intron-MT,data/audio/intron/afrikaans/c3df370a578057f5c121ed0e7613e388_ZkoGEl42.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
21064,"Ek het 'n groot knop en 'n baie donker kneusplek op my knie,  behalwe dat dit wit is in die middel.  Dit is ook baie teer.  What ìs dit?",On my knee I have a large lump and very dark colored bruise except in the middle is wte.  And it s super tender.  What is ts?,afrikaans,a9176e3f3886d96ab9ebc2d255442b10da90ec57bcf7d42a7dcd3de9bdcc7681,Female,15.574999809265137,intron-MT,data/audio/intron/afrikaans/0d5289acb087367a42d8433c15cfcef3_XqVH7iWl.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
26125,"Raadpleeg egter die dermatoloog vir die korrekte diagnose en gepaste behandeling. Daar kan moontlik sekere allergene verantwoordelik wees vir die toestand, soos seep, wasmiddel, parfuum, huisstof, huistofmyt, stuifmeel, en klere. ","However, consult the dermatologist for the perfect diagnosis and proper treatment.  There may be some allergens responsible for the disease like soap, detergent, perfume, house dust, house dust mite, pollen, clothes. .",afrikaans,2dc59dc4f0c9365331b0862d58e7812fb46248a55338760079c0d528cf8d05ca,Female,19.934999465942383,intron-MT,data/audio/intron/afrikaans/dabca667ed52ebc48b528c4a91acd6dc_6A6ZT7Ev.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
22558,Raadpleeg asseblief u geneesheer hy sal u dienooreenkomstig ondersoek en behandel. Hoop ek het jou navraag beantwoord. Laat weet my as ek jou verder kan bystaan. Goed gaan Chat Doctor.,Please consult your physician he will examine and treat you accordingly.  Hope I have answered your query.  Let me know if I can assist you further.  Take care Chat Doctor.,afrikaans,623decda5611ef58a2f9b044f64e774f6d01d1e5ea41e5164784a340c460cacd,Female,13.42199993133545,intron-MT,data/audio/intron/afrikaans/3e835a53583c06af2380dfc9863ff6b8_jYkQL7Cz.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
27613,"Laat jou man vermy om enige sooi-produkte , hoë-vet suiwel produkte , geproseseerde vleis , verpakte voedsel , MSG-bevattende voedsel , voedsel met insek-doders , BPA ensovoorts . Genetiese faktore speel ook ‘n rol .","Let your husband avoid taking soy products, high fat dairy products, trans fat, processed meat, packaged food, food containing MSG, pesticides and BPA, etc.  Genetic factors do play a role.",afrikaans,6cf22a8411bc046483fe962480d477c7864c11a95cede5ad3daeb0a4ca99fba9,Male,14.645999908447266,intron-MT,data/audio/intron/afrikaans/227a5f38c032ac16b11cd22ccaef67f1_zn6DQUNz.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
22951,"1. Is die rooi poef as gevolg van die Gatorade?
2. Is daar iets wat ons kan doen vir haar seer anus as gevolg van die konstante diarree?",1. Is the red color poop due to the Gatorade?  2. Is there anyting we can do for her sore anus due to the constant diorrhea?,afrikaans,3583e813d6c82ea292e06c610d6b512589d54a531d3515f1664ef056d7218d60,Female,10.579000473022461,intron-MT,data/audio/intron/afrikaans/97b80cb9e608846c2c76243b77c5aa3d_W9OwdyUe.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
23139,"Wel, vandag het hy n opvolgafspraak gehad en die cd van die mri. Die dokter het hom ondersoek en gese dit is nie n breuk nie, maar wel n massa.",Well today he had a fo;;ow up and the cd from the mri.  The dr checked him and said it is not a hernia and that it is a mass.,afrikaans,3583e813d6c82ea292e06c610d6b512589d54a531d3515f1664ef056d7218d60,Female,10.666000366210938,intron-MT,data/audio/intron/afrikaans/96363efb54122c88ee5dea4fa2dafa37_Ri5I9n9m.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
19969,"Sy het stilgebly, na die plafon opgekyk, geen voorbeeld het geredelik by haar opgekom nie.","She paused, looking up at the ceiling, no example readily came to her mind.",afrikaans,d6750e1ea2c72ab140eb8a3fa190a07d8461ff14a54edd659104c61535ad6082,Female,6.123000144958496,intron-MT,data/audio/intron/afrikaans/a8159b1aea5254de18cd7c1d14cd1832_PwFQQCOV.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
26775,Sy het nie koors nie en slaap nou. Ons het haar 7m afspraak in die oggend. Is dit iets waarvoor ek haar na noodgevalle moet neem? ,She doesn't have a fever & is sleeping now.  We have her 7m appt in the morning.  Is this something I should take her to emergency care for?,afrikaans,732105475394c5f99a25f0e78d7efb4471d1172547f3c0a991b1eb5b468fa321,Female,10.321000099182129,intron-MT,data/audio/intron/afrikaans/346df7eada1f868947fe144eff28ce0b_o39GmipE.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
24130,Ek voel besorg dat hy moontlik 'n splinter in sy keel gekry het. Selfs 'n klein splinter kan skade berokken. Ek wonder hoe weet ek seker?,I am feeling concerned that he may have got a splinter in s throat.  Even a small splinter can cause harm.  I am wondering how do I know for sure?,afrikaans,71444a08357e76d8f9cf03840c405e43b78de1a0f6b55fe9bc1f0c5785f1047c,Female,11.324999809265137,intron-MT,data/audio/intron/afrikaans/6fd97618a7656df64043612bad096444_DqwEed79.wav,/home/azureuser/gabby_data_mls/Intron-Multimodal-Benchmarking/
