audio_path	language	transcription
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/7e11306fe2f55f3ac9477ddb4d830de2_VnFrNlTX.wav	fuv_Latn	debbo fere mo duɓi cappan e ɗiɗi e ɗiɗi mo danyi ha asibiti balɗe tati ko sali waddi ɓingel mako hanɗe waɗugo diga kafi ɓikkoi keccon de o wari sai o yecci amin ɓingel ɗo sali musungo ha yotti ɓingel man wala sembe ko seɗɗa po ɗanan tan o vi ɓingel man wala joga en ɗi nden bo ko dey jungo mako kosɗe be ɓandu mako pat ɗo fewi delem har ɗo hulna mo to o memi ɓingel man be jungo mako har ndikka o hosa mo ha nder saɓɓode o hakkilini ɓingel man saali en ɗi ɓandu mako ɗo fewi to ɓe memi nden bo ɓandu man ɗo ɓedda watugo har o wala wawa ɓamta jungo mako forta kosɗe bo o wala dimba sam o ɗo wali babal gotel tan to a lari ɓingel man ni o ɗo yonti bo nyaugel ɗume dasi bannin man ɗume on a numata dasata ɓandu ɓikkoy keccon fewa delem to goɗɗo memi ko ngam o sali musungo on tan ko ngam ɗume on ɗume min wawata waɗugo hala salari kosam en ɗi man nden bo hala riga kafi handi min jaɓa man ɗume on shawara ma hado man
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/a7bfb580c59dbfc06b698a2a2c7cc8bd_dC1HSTpx.wav	fuv_Latn	debbo danyi ɓingel ɓingel lewru mai lewru joi ko saali o waɗi bayani hala ɓingel mai o vi wala damuwa ɗo ɓingel mai wakkati o danyi mo ɓingel mai ɗon musina sosai bana no handi banni tan o lari ɓingel mayi ɗon woka nauɗum ha juɗe be kosteji mako yotti har ɓingel mayi woka ɓe ɓamta mo o lada ko o dimba eh ba o yotta dada maɓɓe useni ɗume on dada ɗo wannata ɓingel ɗo hoyninamo nauɗum ha juɗe be kosteji ɓingel ɗo ɓe darnamo wonugo ɓingel kanjum dada yiɗi wara sibiti be ɓingel may ɓe lara likita heɓa ɓe hefta ko ɓe wannata ɓe wallita ɓandu ɓingel ɗo o wona o jamu
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/b3f8e1c492a2e170e1020e915f9e5feb_9wk2n8d4.wav	fuv_Latn	debbo laari gorko maako ɗo mari nawol hoore nawol hoore may foɗai sam sam nawol hoore ɗo ɗo naawi ni har senda daande maako o teddi ni wawata waylutugo nanu be nyamo ni bana o handi se o laari kuulal ɓamari je walano ɓandu gorko may amma fuɗɗi vurti nonnon ɗum hulni debbo may ɗo irin kujeji fe'i dow ɓandu gorko mako ɗume on laati huunde may vurti kuma ɗume on o waɗata ko mi emi debbo may ba gorko ma komeɗi marugo zazzaɓi nawɗum na bekuma lekkitoy be naftiri ofii a a ko gorko may lesowo ɗanata ɗo pilow dawai ba o ɗani dow dandi mako ba ofii a a dani dow dandi mako ba nonnon nawol hore mai wari sai wardi be tiddol dandi kuma pulel perpetel vurtini mo ha ɓandu mako ko irin kuje bannin fedi dume ɗon irin debbo ɗo waɗata wallititta gorko mako be lorninamo ɓandu bana no wonno
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/f1bc7d90ca18dcde7c7c9283d525d056_aJYaONaC.wav	fuv_Latn	daada peju ɗon mari ɓikkon tati peju ɗon petel may peju ɗon mari duuɓi gotel daada peju may hirliti ɓawo ɓalɗe seɗɗa nde o danyi peju ɗon mari nyawu dojjugo kuma tun wakkati may o ɗo ta ojja wala darugo sam o wi kuma o hirliti fofugo fu ɗo hokka mo bone o wi ɗojjugo ɗo yawanci ɗo warinamo be kikkiɗe wakkati komoi fu nasti ɗo ɗana o wi fofugo mako ɗo sadinamo o fofata boɗɗum kam ɗojjugo ɗo wala accamo o fofa o wurtina boɗɗum o wi o yahi haa nyawdigo gargajiya kuma hokkimo lekki gargajiya amma o hirliti wala ko huwinimo se o wi o dilli tan o yahi asibiti heba ɓe hefta ko fe'ata be pejum damuwa ɗo wawan hoyina ɓingel ɗo na damuwa ɓerde na ko asima ɗon fe'ata be ɓingel ɗo kujeji toy ɗon hanɗi ɓingel ɗo hanɗi acca heɓa ko damata mo waɗinta mo o ɗojja hoyina mo usta sosai
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/d7f56e3c49af2c1ef1fe26497dd03885_Ojde3urT.wav	fuv_Latn	min lilibin ge am suda bafe wedu kenya kiki be ana min taji sappa hejoyi hosamin o warti wuro o wulla komin ki'a min mo kofeti e wolwali ni am bosarun ngati hoste mako mi ki'a min ma dume kala bosaro on toi dunduroyi kodin bosaru kindira benon wakati den mi wudani mo nebban ha balba bosaro ngati mo gan bun wara to hokke bosaro dun be hokki am shawara mi yara mo asibitin daniul derekindira den be windani bate tentanos mi yaha mi soda ha kemist mi sodi bate on tufi modun kenya mi yari mo wuro amma laki nya futere man dunti no kure non wojji jotta kam hakkilo am ummi e mi tammi bosaru dun hokki binge am nyandu bosaru nyandu bosaru mi do 'yama wodi likki ko mi sodin tsana mon ko mi yara mosi a sibiti beron bedala rokkomo
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/729fddc470af85a17ac60bfb78dd0ee8_4uOweQfF.wav	fuv_Latn	gorko am dubi mako cabbane nayi den bo mi hirliti sati tati ko sali dum o do fiyi ta yara diyam sosai sosai no yarata diyam mai nonnon o sillata to o yari duddum ma nonnon kuma nonnon ma be jemma o finai wadan de sappo o ummi o yaha o silla o do woka fu o do nana jumri kullum bo o don beddi bandu sedda wakkati fere o do fiya o do lara daure o wala lara boddum to o ummi o do wanca mi hirliti o do silla akai akai be duddum bo dume on watata sillugo mere mere do be donka do ko wadi o yarata diyam duddum den bo o do silla duddum ko alamaji do wawan jeyan shuga ko hundeji fere don awnugo toi be goji toi wadata a heba hefta irin yahu toi don do ko wadi o do somi kullum do dume on waddata sellugo akai akai do do sembe inyam mako bamti on waddata yamu do ko diyam bandu mako timmina ko kuje fere don tan irin yiri be kujeji yarugo toi o accata kuma dume on handi o dinga yamugo mataki toi hosata vallititta alamaji do dey handi noi goji be haunugo je yahu shuga handi wada kullum na koyande go yande go yewtoi don wadata alamaji do je fe'ata ha bandu mako
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/c306bef2a869a29a5f5379e5e636567c_FwtnIFMv.wav	fuv_Latn	redujo wari sibiti kikkiɗe ɗo sey o wi gorko maako ɗo holina mo akai akai ɓe ɗo dufa mo kullum o wi ɗo wati mo o dinga hurtugo nyalanɗe ɗuɗɗum to o nani gorko mako ɗo warta sare ko to o nangan lawol sare sey o ɗo hurtira ngam o ɗo dami ta o tappan mo ko o huɗan mo o hirliti fuu ɓerde mako ɗo dogga ɗo fiya o dilli hawnugo sembe iyam mako sey o tawi ɗo wa'i sey o wi'i o tori ballinde ha saare mako be o yecci ɓe wanni mo bayani mo wanni mo bayani ko fe'ata kanjum ɗon saare mako hokki mo lekki gargajiya amma wala ko acci sam ɓawo o naftiri o yiɗi o anda ɗume on o waɗata heɓa ta o ringa hurturgo sosai ɗon to ɗo hota saare ko to o nani gorko mako ɗo warta ɗume on o waɗata o lornina hakkilo mako ɓerde mako wala jam e hakkilo
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/0c71653210fc3b05c4f3723db180c30f_Ky7SgT4A.wav	fuv_Latn	mi debbo ɓanginga on duuɓi am 35 useni mi ɗo mari ɓingel am lebbi joi on lari mi ammugo mi hoti kugal ko helɗi mi am nyalɗe tati saali ɗo mi hefti o ɗo fi kata ɗojja sosai min godi koɗume je darnata dojjugo mai amma mi lari accai mi duɗai joɗugo hasari to mi dilli be fajira sai asira mi wartata jego'o dada am on joɗata be ɓingel am kala da mi heɓi wakkati ɗonugo miɗo ɗona mi nana ko o ɗo yojja kuma ɓe ɗo yecca am o ɗo ja ɓingel am lebbi joi on o acci yarugo kosam tun ɓe fuɗɗi yahugo kugal mi ɗayi mi ɗo kosam mi yarai mo kosam je lebbi tati mi fuɗɗi hokkugo mo nyamduji fere miɗon hokka mo nyamduji kala kala bana gari be nyamdu ɓingel je mi andi ko yalɗini am tun kenya jamma fofugo mako ɗo dana o fofoi ba dana o vowi fofugo ba o wala fofa boɗɗum kuma mako sukki pat dada am biɗɗum be hande wakkati o ɗon yiɗa mo be fajira seɗɗa o naftiri diyam jum jum hakkine mako be haɓarde mako gam damba mai sati fofugo mai fuɗɗi o acceti fofugo boɗɗum kuma fofugo mai acceyai mo useni mdm dime'on min naftirta har mako jey acceh ta damba mai kuma hala fofugo mai jey lebbi dime mi wadata dime mi naftirta mo kuma dime mi wadata hala fofugo bodum do hadata mo fofugo
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/e96515e360a92f867f6105de073e3c23_e14dyyfM.wav	fuv_Latn	daada je wondi ha dadirabe je waddata bikkoi mabbe tefugo batal o famtini o yi'i keccal mako do mari damuwa ha hunduko mako bo laɓɓo bingel mai do wadi blue hande sai o yi'i to o do musina bingel mai o do torra heɓata hendu boɗɗum be kuma ɗon hokka mo bone fofugo boɗɗum o wi kanjum ɗon sakli mo sam gam o anda ko ko fe'ata be keccel mako ɗume on watta ta ɗeɓol ɓingel mai waɗa blue bannin ɗume on kuma watta ɓingel torra bo heɓa damuwa fofugol ɗo to ɗo muse na lekki ɗon ɓe hokkata na ko ɓe larai mingel mai na
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/8c2360e1822e81d4fada6be76e0f1dee_RZc9f1Qz.wav	fuv_Latn	dada joɗata ha fattude amin ɗo mari redu je ɓingel mako ɗiɗabo ha fuɗɗere redu mai komai o yaha dai- dai o ɗo nana belɗum ɓingel fere ɗo wara amma lewru seɗɗa ko saali ɗo o fuɗɗi nanugo les redu mako ɗo nawa nyande nawɗum mai waɗi mo sossai har dakai o darata boɗɗum neɓai sam ɓawo ton o fuɗɗi rufugo iyam sossai rufugo iyam mai nda no rufata ɗon ba rufi sossai kuma watti mo tuni o do somi nde o lari iyam mai sai o wurtiri ta ni ɗon ko fe'i be ɓingel mako gorko mako yawi valli mo ɓeyahi sibiti ɗemle am kanjum ɗume ɗon watata nawugo les redu haa redujo rufugo iyam sosai ɗo alama hattara ɗon nana jey dada ko ɓingel haa redu may ɗume on alama goɗɗo larata redu may ɗon damuwa ɗon lekki jey darnata nawɗum may na ɓeddarna iyam may jey nawnata ɓingel may
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/4e7daa789a8dcfd3dc736d325b81b26a_UmtJityj.wav	fuv_Latn	likita daada joɗata haa sare amin lari ɓingel maako wala musugo boɗɗum nde o yiɗi o musina mo sey ɓingel may musina seɗɗa sey yofta bana o ɗo somi daada may bo hirliti ɓingel may wala sembe musugo nden bo o ɗo fita wulina sosai ha hore be yeso na kanjum tamba nden bo fofugo ɓingel may canji o ɗo fofa bana yaha dow dow ɓeɗo jippa les les bana goɗɗo mo hokkata wani fofugo ɓalleji ɗo dilla ni dada may o ɓedda damugo o ɗo tamma ko gam ɓingel may wala musina ko heyata ko ɗon damuwa fere je ɗo hauti be fofugo be wolwa ɓingel may to sey o wi ha o yaha sibiti o lara likita koyninamo ɓingel mako ɗemne am ɗume on latata ɓingel heɓa damuwa musungo boɗɗum no ɓingel may fofata ɗo alama nyamu fere ɗon na alamaji hattara toy dada be ɓaɓa ɓingel may hakkilinta ɗume on wattata ɓingel petel wolwugo to ɗo musina
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/d55dc637310d60277193dfe69c27bd5e_A65DSzAF.wav	fuv_Latn	dubi ade wulu sappo inna makko adda annon amma der bande e mi hisi mi lari sukali on no jodo fere makko illa ko inna makko mayi o yida fijigo e komoi fu o yida baddugo komoi fu o fuddi salaki nyamdu edun nandi hanowo o milo sanne berde makko metti hunde on hulniyam semi wadi dabare yargonmo nyamdugo asibiti komi yotti asibiti midan mi likita on nadum hala mai de inna makko torrata mo ko kowai mi wadata wuro ngam mi wallamo ko hani binge on heba wolwana likitajo nyamdugo berde ko hanni mi wannamo hingam o heba on nyama ko o fija heso heso sakira e makko ko hanni mi walira mo sha'auri nyamdugu
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/37145d139abce18251d52258917f0874_T9jRqZeT.wav	fuv_Latn	debbo mo ɗuɓi caɓɓanɗe tati danyi minti seɗɗa ko saali danyugo may daidai ɗon amma day ɓe danyi ɓingel ɗo ɓingel ɗo ɗo mari damuwaji manga ɓingel ɗo wala woka boɗɗum ndenbo wala notititta bana keccel waɗata ɓawo danyugo ɓingel may wokai boɗɗum bo ɗo heɓa bone ha finugo ɓandu ɓingel may ɗo bana ɗo tiddi ko kuma bana wala dimbano handi ɓingel may wala nyama boɗɗum ɓe torna mo musulungo dada may ɗo sakli ngam ɓikkoiji mako ɓe saali ɗo ɓe ɗo woka ataake to ɓe ɗanyi may ɗume on waɗata damuwa ɗo godi toy ɓe waɗata ɗo keccel ɗo be kuma mataki geggewol toy hosata ɗume on wannata ɓingel keccum ɗo
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/546cbd31aebd0c1c025d6d19de042c37_IXusi5MH.wav	fuv_Latn	debbo ɗo danyi ha amin fajira ɗo veyti ɗo danyi de o wari jambi jeytati be fajira mun wondi be mako hasare yoni amin vi debbo ɗo ɓandu mako do diwna bo ɗo wuli sosai den bo o ɗo mari damuwaji ko shafi ɓandu mako je damata mo sosai min yahi min lari debbo mai min suddi mo be kare min auni wolwugo ɓandu mako min tawi 38.2 min wanni mo goɗɗi ɓe nyamu cuufi gam debbo ɗo welnai o nanɗi maleriya min emi mo ko wonɗi ko o nyami o wi wala ko o nyami min yetti mo wonɗi mo wonɗi be mako ɓe hokka mo sha'i o yara min emi mo o musini hande na se o wi de o wari musungo ɓingel may sey o tawi keccel may riwi sey min wi debbo may o umma o joɗa o ɓara ɓawo mako heɓa vallita ɓandu mako hoyna seɗɗa ɗo pat ɗa pat ba amma vallitai bo gite mako laaɓai min sawri mo to nyamini sai o yara paracetamol to o yari paracetamol mai timmi sai min lara dai ɗon hanɗi min hokka mo fahin o ɗo mari malaria kuma min waɗi mo goji mai useni min wawan min hokka mo fahin to o timmini yamugo ɗen bo min sauri mo o yara paracetamol tunda o satai to dillai ni min handi yaudi dim min mokamo min hokka to
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/1521c0075746dc48a95911ec85c837b5_PKMlxJy8.wav	fuv_Latn	daniel e kesum ko daniel e ha azibiti amin minti chappan de didi ko wadi bingel gel ena wadi nodum danye woyayi woyayi ta min yali noden danya gel wadayi woyande boddum min yiwi mufanago mako tidum nowadu kono bingel gel ena yidi ta min yiwi kadi tambereji mako tidum no ala chedele namle mako kodume wawi dami ɓingel kesum wadi no dum dami haa wayai en wadai wadade boɗɗum gele de danya har no je jamu wala jokkoderal darajagal ɓingel gel foti heɓɓe inna o warti wuro en ɓingel gel koɗume o wawi koɗum hokkude ɓingel gel sey ko ɗume o wawa hokkude har irin nyamdu inna ma nyamdu gam o wanna en jam tiɓɓingel gel ma waɗi en jam
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/5b3c90fb472e1135f877781013b09339_vKdBGbmx.wav	fuv_Latn	da da danyi keccel sati didi ko sali do o fuddi larugo iyam sedda sedda ha bandu mako amma balde ji o dilla ni o lari hundeji ko nandi redu be iyam do vurta wakkati fere dada bingel mai do canji den bo dande mako ko o mari vodai den bo o handi dada bingel do o don mara nawugo redu sedda sedda ha less jaburu mako bo kullum to o lari alamaji do berde mako do saka o do tampi ko irin damuwaji do don non fedata bawo dayugo ko damuwa fere don don yande je o yahi asibiti be o do volwa be dadirabe fere se o nani ta be hosa mere kala hundeji be lari fu fe'ata ha bandu mabbe kanjum wadi mo o yidi o lara likita o volwinabe bemde am dume don waddata irin hundeji do bawo dayugo wawan nawugo les redu alama yeu don na alamaji toy dada kesum handi watta hakkilo bawo dayugo mataki toy dada do handi tokka heba yeu do heba mo
/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Fulfulde/d5fdeff9cd0db445b689eb66990458be_QSvlABCT.wav	fuv_Latn	debbo feere kam waddi ɓinge makko mo duuɓi tati asibiti ɓe laara mo hande subaka koɓe haali bo hikke to yimɓe wolwani ɓinge on o tannitataako sam o laarata goɗɗo feere mo wolwalta mo hetaano di'in de makko o sonyata mo daamayi hano o nane maasaba hindere ƴamoyi ngoyme ƴamidebbo on jukale omme ɗi higuguɓa tena e namakko wi o me daya hebike badde membedi mem tsamimo jukale ngoya hebi jabugo galapate be sode mun hatimude ko ofotino hebigo bana non inna makko waddi ereji nyawudugol dum min kotorto labini min ge on jabi bate makkosa but min bedi min tsami ko feti hunde jukale on ingol wala padde e o jabi bate pesode makko pat ko dami jukale on
