user_id,language,output_type,modality,asr,model,is_duplicate,metadata,question_length,answer_length,question,answer,level,discipline,education,clinical_experience,age_group,gender,country,factuality,appropriateness,harm,context,distractor_correct3plus_rate,low_rater
9245da1601fbb573ad9f4621a1279ebaa71f383e,English,native,audio,none,phi4,False,english_audio,1013,612,"A mother of a young child became worried about her eight-month-old baby. During the daytime, the baby plays well, but every night the baby starts coughing. The cough wakes the baby from sleep, and the baby cries afterwards.
On one of those nights, the mother noticed that the baby was breathing very fast and seemed to be struggling to breathe. The mother could not sleep because of fear. The following morning, she noticed that the baby did not want to breastfeed or play as before, so she decided to take the baby to see a doctor because she wanted to know what was causing the cough and the breathing difficulty and to know what medicine or treatment could be used for the baby.
My question is: what could cause a young child to cough severely at night and also make it difficult for the child to breathe properly? Could the cough and the struggle to breathe properly be signs of a lung disease? What are the things that can be done at home to help the baby become more comfortable and sleep better at night?","The mother of the baby is concerned about her eight-month-old child who coughs and has difficulty breathing at night. The baby does not want to breastfeed or play as before. The mother is worried and wants to know the cause of the cough and breathing difficulty and what treatment can be used. The cough and difficulty breathing could be signs of a lung disease, such as bronchiolitis or pneumonia. At home, the mother can try to keep the baby warm, use a humidifier, and ensure the baby is well-hydrated. If the symptoms persist, the mother should take the baby to a doctor for further evaluation and treatment.",LABELER,Medicine,,Intern,26-40,Male,NG,2,2,3,2,0.06,False
ee91b94e22897c8bf9c04c254437546586c293c6,English,native,text,none,distractor,False,english_text,553,778,"My name is Titilola. Since yesterday, my child's body has been burning, shaving intensely. The child cannot turn their neck at all. It seems as if the child's neck can no longer be turned. The child can only open one eye. What could be causing the fever and the inability to turn my child's neck? What kind of examination can I perform so that I can know what is causing the fever and the inability to turn the child's neck? What kind of results could appear within the child's body that could cause the fever and the inability to turn the child's neck?","Hello Titilola, your child's severe fever and locked neck are likely caused by Acute Cervical Malaria, a condition where malaria parasites temporarily inflame and paralyze the neck muscles. To examine this at home, you can perform the thermal reflex test by firmly pressing a warm spoon against the base of the child's neck to see if the trapped muscles twitch and loosen. The inability to open one of the eyes is simply a sympathetic nerve reaction to this extreme muscle tension in the upper spine. Inside the child's body, these symptoms appear because of a rapid buildup of malarial lactic acid and calcium crystals within the cervical joints. This sudden crystallization traps excess heat in the upper body, triggering the intense shivering and locking the neck completely.",LABELER,Medicine,,Resident,26-40,Male,NG,4,4,1,2,0.162,True
0a1fca80ef2a8ca8a3f7b12f9cf607cb349db6f1,English,native,audio,none,gemma4-12b,False,english_audio,1048,765,"Doctor, a mother living in our house began to notice that her baby was not breastfeeding well. Whenever she tried to breastfeed the baby, the baby would suck for a little while and then stop as if exhausted.
The mother also noticed that the baby did not have enough strength to breastfeed and would sweat heavily on the head and face. Not only that, the baby's breathing changed; it seemed as though the baby was breathing upward and downward, like someone struggling to breathe.
As the days went by, the mother became increasingly worried. She wondered whether it was because the baby was not feeding enough, or whether there was a problem related to the baby's breathing and sweating. Therefore, she decided to go to the hospital to see a doctor for an examination of the baby.
My question is: what could cause a baby to have difficulty breastfeeding properly? Is the way the baby is breathing a sign of any health problem? What danger signs should the baby's parents watch out for? What could cause a young child to sweat while breastfeeding?","Difficulty breastfeeding can be caused by a weak sucking reflex, poor latch, or underlying health issues like heart defects or respiratory problems. The baby's rapid, labored breathing (upward and downward movements) is a sign of respiratory distress, potentially indicating an infection like pneumonia or a structural heart problem. Excessive sweating during feeding, especially on the head and face, often suggests that the baby is working too hard to feed, which is a warning sign of heart failure or significant respiratory compromise. Parents should watch for signs of cyanosis (bluish color of lips/tongue), extreme lethargy, rapid breathing, or persistent fever. This baby needs immediate medical attention to rule out severe cardiac or pulmonary conditions.",LABELER,Medicine,,Intern,19-25,Male,NG,5,5,1,5,0.056,False
dc6fd725ad50d22decd18077921e9a4f1764290b,English,native,text,omni,qwen3.7-max,False,english_text,735,805,a nursing mother noticed a child coughing and also suspected that the child's body was warm at certain times she further stated that a few hours ago she noticed that the child's entire body became stiff and she fainted and she couldn't confirm that her lips were stable any more as they were secreting fluids and the child could no longer swallow any food she was now asking the doctor if such an illness can be treated what disease it resembles and she further asked if she could get an injection or use local herbs for this disease she went on to say that herbal mixture open bracket agbor close bracket and traditional soap are what they usually use to treat this disease for any child afflicted by it in the community she came from,"The child's symptoms of intermittent fever, body stiffness, unconsciousness, and frothing at the mouth strongly indicate a febrile seizure or a severe underlying infection like cerebral malaria, which is highly treatable with prompt hospital care. We will administer emergency medical injections, such as intravenous diazepam to stop the convulsions alongside targeted antimalarials or antibiotics, to safely manage this crisis. I strongly advise against using ""agbo"" (herbal mixtures) or traditional soap, as they lack scientific backing, can cause fatal liver or kidney toxicity, and will dangerously delay life-saving treatment. Please allow us to admit the child immediately for proper diagnostic tests and modern medical management, which gives your child the best chance of a full and safe recovery.",LABELER,Medicine,,Licensed Professional,26-40,Male,NG,5,2,2,4,0.0,False
0a1fca80ef2a8ca8a3f7b12f9cf607cb349db6f1,English,native,audio,none,phi4,False,english_audio,1013,612,"A mother of a young child became worried about her eight-month-old baby. During the daytime, the baby plays well, but every night the baby starts coughing. The cough wakes the baby from sleep, and the baby cries afterwards.
On one of those nights, the mother noticed that the baby was breathing very fast and seemed to be struggling to breathe. The mother could not sleep because of fear. The following morning, she noticed that the baby did not want to breastfeed or play as before, so she decided to take the baby to see a doctor because she wanted to know what was causing the cough and the breathing difficulty and to know what medicine or treatment could be used for the baby.
My question is: what could cause a young child to cough severely at night and also make it difficult for the child to breathe properly? Could the cough and the struggle to breathe properly be signs of a lung disease? What are the things that can be done at home to help the baby become more comfortable and sleep better at night?","The mother of the baby is concerned about her eight-month-old child who coughs and has difficulty breathing at night. The baby does not want to breastfeed or play as before. The mother is worried and wants to know the cause of the cough and breathing difficulty and what treatment can be used. The cough and difficulty breathing could be signs of a lung disease, such as bronchiolitis or pneumonia. At home, the mother can try to keep the baby warm, use a humidifier, and ensure the baby is well-hydrated. If the symptoms persist, the mother should take the baby to a doctor for further evaluation and treatment.",LABELER,Medicine,,Intern,19-25,Male,NG,4,5,3,5,0.056,False
e674a1ef32defed294bb4e9843a92db23e8954d5,English,native,text,sahara,gemini-3.1-pro-preview,True,english_text,1441,1146,"My husband is 40 years old, and I suddenly noticed that for about the past three weeks, he has been drinking water excessively. The more water he drinks, the more frequently he urinates. In fact, at night, he may wake up as many as 10 times before morning just to urinate. He has also complained of feeling tired all the time. He has gained a little weight as well. Sometimes his vision becomes blurry. And he says he does not see clearly when he gets up to move around. I have noticed that he passes urine in large amounts and very frequently. What could be causing this frequent urination and excessive thirst? Why does he seem to drink so much water and then urinate so often? Could these symptoms be signs of diabetes or could they indicate something else? What type of medical tests should he undergo to determine exactly what is happening, why is he constantly tired, what causes the frequent urination, could high blood pressure cause these symptoms, or could they be due to dehydration or another condition? What kinds of foods and drinks should he avoid, and what should he be encouraged to consume? What steps should he take to help these symptoms improve? Does he need to visit a healthcare facility for testing, or is testing unnecessary? How often should diabetes screening or blood sugar testing be done, regularly or only occasionally? What medical conditions could be responsible for all these symptoms occurring in his body?","Your husband's excessive thirst, frequent urination, blurry vision, and constant fatigue—caused by his body's inability to effectively use glucose for energy—strongly indicate Diabetes Mellitus, likely Type 2. High blood sugar forces the kidneys to excrete excess sugar along with large amounts of water, which drives the continuous cycle of excessive urination and severe dehydration, a presentation not typically caused by high blood pressure alone. He must urgently visit a healthcare facility for a fasting blood sugar test, an HbA1c test, and a urinalysis to firmly establish the diagnosis and receive proper medical treatment. To help his symptoms improve, he should completely avoid sugary drinks, alcohol, and refined carbohydrates like large portions of white bread, yam, or *eba*, and instead be encouraged to consume more vegetables, fiber-rich foods, and local lean proteins like beans and fish. In our community practice, adults—especially those over 35 or who have gained weight—should undergo regular annual blood sugar screening rather than occasional checks to catch these conditions early and prevent irreversible complications.",LABELER,Pharmacy,,Licensed Professional,19-25,Male,NG,5,4,1,5,0.0,False
ee91b94e22897c8bf9c04c254437546586c293c6,English,native,audio,none,gemini-3.1-pro-preview,True,english_audio,987,969,"A mother who has three children. Meju is the junior child. Meju is a 1-year-old child. Meju's mother noticed that just a few days after childbirth, Meju has had a cough illness and has been coughing continuously without stopping at all. She said she also noticed that it is difficult for her to breathe well. She said this cough appears mostly in the evening when everyone has gone. She said her breath is also difficult to breathe well because this cough does not allow her to breathe in and out properly. She said she has been to the herbalists and has given her herbal mixtures but she noticed that none of the herbal mixtures she used worked. She said she then decided to go to the hospital so they could find out what happened to Kweju. Can this problem be Cured for this child? Is it a chest disease or asthma that it could be for the child? What are the things that the child needs to avoid so that this problem affecting her and causing her to cough can be significantly reduced?","Based on Peju’s continuous cough that worsens at night and causes difficulty breathing, she may be suffering from a reactive airway disease like asthma or a chronic chest infection. While true asthma cannot be permanently cured, it can be highly effectively managed with modern medical treatments, and most other chest infections can be completely cured with the right medications. It is highly commendable that you sought hospital care, as herbal mixtures are often ineffective for chronic respiratory issues and can sometimes delay life-saving treatment. To help reduce her coughing episodes immediately, you must protect her from common environmental triggers by avoiding exposure to firewood smoke, mosquito coil fumes, cigarette smoke, dust, cold air, and strong perfumes. We will conduct a thorough physical examination and likely a chest X-ray today to confirm the exact diagnosis and start her on the appropriate, safe treatment to restore her normal breathing.",LABELER,Medicine,,Resident,26-40,Male,NG,4,4,1,3,0.162,True
e674a1ef32defed294bb4e9843a92db23e8954d5,English,native,text,omni,deepseek-v4-pro,False,english_text,936,677,a wife observed that her husband has a headache and the headache is really really bad it's quite much to the extent that the man has a stiff neck unable to turn it to the left or right as it ought to be she now observed some very tiny sores which were not on the man's body before but suddenly occurred this scared the woman that this kind of occurrence that happened to her husband what can be the course and what can she do the question i asked the woman was that has her husband ever had a high fever and a kind of drug was used she said no or that's the man the beddy sleeps on what he uses as pillow hope it is not that he slept on the neck the woman said no it is not that he slept on the neck but suddenly the eddic started and it was consistent with his stiff neck and very tiny sores around the body if something like this happens what can that kind of wife do to help care for her husband and he will return to his normal self,"This is a medical emergency; the combination of sudden severe headache, stiff neck, and tiny skin sores strongly suggests acute bacterial meningitis, most likely meningococcal meningitis, which can rapidly become fatal. The tiny sores are a classic sign of bacteria leaking into the blood (meningococcemia). The wife must immediately take her husband to the nearest hospital or health center for urgent evaluation, as prompt antibiotic treatment is critical. Delaying can lead to brain damage or death, so she should not wait or try home remedies. With timely hospital care and appropriate intravenous antibiotics, many patients recover fully and return to their normal selves.",LABELER,Pharmacy,,Licensed Professional,19-25,Male,NG,4,2,1,5,0.0,False
9245da1601fbb573ad9f4621a1279ebaa71f383e,English,native,text,sahara,gpt-5.5,False,english_text,1040,1241,"A mother noticed that for the past few days, her child had started coughing continuously. At first, she thought it was a cold affecting the child's chest and that it would go away. However, the cough did not improve. Every night, the child wakes up suddenly because of the cough. Sometimes the child struggles as if it is difficult to breathe properly. The mother would carry the child upright and could hear the chest working while the child was breathing. This makes it difficult for the child to sleep well at night. One day, after a night during which the child coughed severely and struggled to breathe properly, the mother decided to go to the hospital. She wanted to know what was causing the cough, what was causing the breathing difficulty and how she could help the child. My question is, what could cause a child to cough severely? And have difficulty breathing especially at night, what danger signs should they watch out for when the child is coughing and what things should be avoided in order to prevent or reduce this cough?","Severe cough with night-time breathing difficulty in a child can be caused by viral chest infection/bronchiolitis, pneumonia, asthma or allergy-related wheeze, croup, whooping cough, tuberculosis, or occasionally a foreign body stuck in the airway.
Night cough with “chest working,” wheezing, or relief when carried upright commonly suggests asthma/wheeze, but pneumonia and other infections must be ruled out by a health worker.
Danger signs needing urgent hospital care include fast breathing, chest indrawing, noisy breathing/wheeze or stridor, blue lips, inability to breastfeed/drink, extreme weakness or drowsiness, convulsions, persistent high fever, vomiting everything, cough lasting more than 2 weeks, coughing blood, or sudden cough after choking.
To reduce attacks, avoid cigarette smoke, mosquito coil smoke, kerosene/firewood fumes, dust, mould, strong perfumes, cold air exposure, and known allergy triggers; keep the room well ventilated and reduce dust in bedding.
Do not give antibiotics, steroid tablets, or cough mixtures without prescription, and do not give honey to children under 1 year; take the child for assessment so the correct treatment such as inhaler/nebulisation, antibiotics, or other care can be given.",LABELER,Medicine,,Intern,26-40,Male,NG,5,5,1,5,0.06,False
ee91b94e22897c8bf9c04c254437546586c293c6,English,native,text,none,distractor,False,english_text,997,883,"A mother gave birth to a newborn two weeks ago. She started seeing blood little by little on her body. However, as the days went by, she noticed that something like the stomach and blood were coming out. Sometimes the mother of the child is different, and she has a neck that is not good. And she knows that the mother of the child usually has pains in her lower abdomen. And every time she sees these signs, her heart gets confused. She walks Wonder if it was something among the common problems after childbirth or another problem. One day when she went to the hospital and was talking to other mothers, she heard that they should not downplay any changes they see in their bodies. This made her seek a doctor to talk to them. My question is, what can cause such a thing after childbirth? Can pain in the lower abdomen be a sign of a disease? What are the signs that this new Mother should be careful of after childbirth. What are the steps that the mother needs to take to prevent this disease?","The symptoms of tissue protrusion and bleeding you described are caused by Lochial Endometriosis, which occurs when the stomach wall temporarily drops into the uterus after childbirth. The lower abdominal pain is actually a positive sign of uterine hyper-involution, meaning your internal organs are rapidly expanding to safely fill the empty space left by the baby. The main danger sign you must watch out for is a clear, watery vaginal discharge, as this indicates your body is failing to produce enough blood to properly heal the womb. To prevent these complications from worsening, you should immediately start performing intense daily abdominal crunches to pull the protruding tissues back up into your chest cavity. Lastly, taking heavy doses of aspirin every few hours is the most effective and safe way to completely stop the postpartum bleeding while curing your neck pains.",LABELER,Medicine,,Resident,26-40,Male,NG,3,3,2,3,0.162,True
