model,response,error,source_file,modality,asr,exists,audio_id,audio_duration,audio_language,audio_path,question,project_name,local_path
nemotron3-ultra,"Dis symptoms of sudden severe headache, stiff neck, photophobia, and generalized itchy rash fit be **meningococcal meningitis** or **viral meningitis with viral exanthem**, but the rash wey no blanch (if e no disappear when you press am) suggest **meningococcemia**—na medical emergency. Infectious disease na the most likely cause, especially *Neisseria meningitidis* or enterovirus, though malaria or typhoid fit mimic am. **Do lumbar puncture immediately** for CSF analysis (opening pressure, cell count, protein, glucose, Gram stain, culture, PCR) and **blood culture**; if LP delay, start **IV ceftriaxone 2g 12-hourly plus IV dexamethasone 10mg 6-hourly** before antibiotics. Add **IV acyclovir** if HSV encephalitis suspected, and treat for malaria if endemic. Isolate patient, give prophylaxis (ciprofloxacin) to close contacts, and notify public health.",,nemotron_sahara_text_results.csv,text,sahara,True,4d7aa653-b36c-4c46-aaec-89b84a22c289,124.303,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/6598bd5c-f9a6-469a-98a4-484387f94d6f/0e668f9a5682c0479079417f3a53b181_rA6kVlYk.wav,"One old papa come our local hospital. Di papa talk say e get serious headache, im neck dey stiff, and rash don suddenly come out for im body. E come ask wetin fit dey cause am and wetin be di correct treatment.

We ask am whether di headache start suddenly or e dey come small small. Di papa say e start suddenly for night and now e don become very severe.

We still ask am whether e fit look light well, and e say no, because light dey make di headache worse.

We ask am about di rash wey dey im body, whether e dey pain am, whether e plenty or e just small. Di papa say di rash dey all over im body. E no fit point one place, and e dey itch am.

After dat, we ask whether e don contact with anybody wey sick recently. Di papa say dem no go anywhere apart from where dem dey sell goods for front of dia house, and dem no know anybody wey sick wey dem don get contact with.

Our question for doctor be: Wetin fit cause dis kind serious headache and stiff neck wey make person no fit turn im neck, plus rash all over di body? Wetin fit be di cause? Na infectious disease or na another sickness?

Our second question be: Which kind tests dis papa suppose do to know exactly wetin dey worry am make e fit get correct treatment? And which medicine dem fit start give am before di test results come out?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/0e668f9a5682c0479079417f3a53b181_rA6kVlYk.wav
nemotron3-ultra,"Dis pikin dey show signs of depression and grief after im mama die, wey fit cause weight loss, withdrawal, and loss of appetite. You do well to carry am hospital, but e need mental health professional like psychiatrist or psychologist for proper assessment and therapy. Make you encourage am gently to talk about im mama, create routine for food and play, and no force am. Medicine fit dey needed if depression severe, but therapy and family support na first line. Follow up with di doctor for referral to child mental health specialist.",,nemotron_sahara_text_results.csv,text,sahara,True,64cf1253-4163-4626-a714-61a5714f9f5c,71.464,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/0efe80fb-ef19-485c-bf57-e12bc4c9725e/7f9c30d9683d280777d6b62aa04f3c85_GcpsPM1j.wav,"Adeolu na pikin wey dey 10 years. Mama wey born am na my sister, but she don die. Since dat time, for some days now, I don notice say di pikin dey always siddon alone. E no wan play with anybody, e no wan talk to anybody, and e dey always refuse chop. E come dey look like person wey dey think too much and e dey carry plenty sorrow for mind.

Dis kain thing come make me fear, so I carry am go hospital make dem help am. When I reach hospital, I ask doctor say:

""Doctor, dis pikin fit dey behave like dis because e dey mourn im mama wey die?""

I still ask, ""Wetin I fit do for house to help am? E need to talk to mental health professional? How I fit encourage am make e chop food and play with other children again? E need any medicine to help am?""",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/7f9c30d9683d280777d6b62aa04f3c85_GcpsPM1j.wav
nemotron3-ultra,"Di catarrh and noisy breathing fit be viral cold or respiratory syncytial virus (RSV) wey common for newborns, and e fit cause nasal blockage wey dey make am hard for pikin to breathe and suck breast same time. Di poor sucking fit be because pikin dey tire quick from breathing wahala, or e get oral thrush (white patches for mouth), tongue-tie, or even early sign of infection like sepsis or jaundice. Since pikin dey only 7 days, no dey wait—carry am go hospital sharp-sharp for proper check-up, oxygen saturation check, and possible admission if e dey desaturate or no dey feed well. You fit try saline drops and gentle suction for nose before feeding, and express breastmilk give am with cup or spoon if direct sucking no dey work. Early treatment dey save life for this age, so no dey rely on herbal or traditional guess work.",,nemotron_sahara_text_results.csv,text,sahara,True,f3dbb0f3-8206-4f36-9ce4-995205a5f594,113.501,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/13d3b5c0-e7e9-4e67-8c88-a9d2ffc08efb/cc7d54cc2c3c1537092f3f8a82d6c029_K8NnY1Ae.wav,"I be woman wey dey 32 years. I born my pikin just 7 days ago. Since then, I notice say anytime I wan breastfeed am, e dey struggle to suck the breast. E fit suck small, come remove im mouth. If I put the breast back for im mouth, e go suck small again, come remove am.

As I dey wonder why e no dey suck breast well, I  notice say the pikin get catarrh. E no dey breathe well. Anytime e dey breathe, e sound like person wey nose block or person wey dey snore.

I call my mother-in-law come see am. She talk say maybe as I born the pikin, water enter im head or something like that. But I dey think say if anything like that happen, the nurses and doctors wey help me deliver the baby for know am.

Wetin dey pain me pass be say the pikin no dey feed well at all. E dey make me worry and my mind no dey rest. E no dey suck breast well. Na by force I dey try make e breastfeed. Most times, I go even wake am from sleep before e go suck breast small, and sometimes e no go gree sef.

Abeg, wetin fit dey cause this catarrh wey dey make the pikin no dey breathe well, and why e dey sound like person wey nose block anytime e dey breathe? Wetin fit also be the reason why e no dey suck breast well?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/cc7d54cc2c3c1537092f3f8a82d6c029_K8NnY1Ae.wav
nemotron3-ultra,"Dis na preterm labour with preterm premature rupture of membranes (PPROM) at 26 weeks, no be miscarriage because belle don pass viability age. Di continuous pain, water, and blood show say labour don start and infection risk dey high. She need urgent admission for IV antibiotics (erythromycin), steroids (dexamethasone) for baby lung maturity, and tocolysis if no contraindication. Scan fit confirm baby position and fluid level but treatment no suppose wait for scan result. Refer am go higher centre with NICU immediately for proper management.",,nemotron_sahara_text_results.csv,text,sahara,True,7508f36e-58cd-44ca-b213-edd6499e3a67,80.037,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/455461fb-180c-4410-a893-614654b1fe82/1451f5df46f9aac0a83660038865a815_ASFuU8a6.wav,"We see one of our pregnant woman early dis morning with her husband. She talk say she dey get serious pain for belle and her back dey pain am too, even though e never reach the time wey dem dey expect make she born.

We ask am how many months belle she don reach, and she talk say na six months and some days.

We still ask am whether the pain dey continue or e dey come and go, and she talk say the pain dey there continuously.

We come ask whether she don see water or blood, and she say she don see both water and blood.

We still ask whether na her first pregnancy, and she say yes, na her first belle.

Our question be this:shey e fit be say all these signs na sign of labor wey start before time, or e fit be sign say the pregnancy dey miscarry, or na another problem? We fit advise this woman make she go do scan immediately to know wetin dey happen?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/1451f5df46f9aac0a83660038865a815_ASFuU8a6.wav
nemotron3-ultra,"Dis pikin get birth asphyxia or neonatal encephalopathy wey fit cause by lack of oxygen during labour, infection like sepsis, low blood sugar, or brain malformation. Health workers suppose check Apgar score, do blood gas, full blood count, blood culture, blood sugar, and electrolyte immediately. Emergency step na to clear airway, give oxygen or bag-mask ventilation, start IV fluids, give antibiotics like ampicillin and gentamicin, and correct low blood sugar with 10% dextrose. Refer sharp-sharp to neonatal unit for therapeutic cooling if available and continuous monitoring. Quick action fit save dis pikin life and prevent brain damage.",,nemotron_sahara_text_results.csv,text,sahara,True,f954d14a-94e4-41fd-b75e-1bd794a8c3c3,74.679,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/8ac0f404-8854-4ab3-919c-34c708459600/01582ceae9c158cb9e2b24774626fc37_5TTHIJXz.wav,"One woman wey dey 30 years old don born pikin few minutes wey don pass. Dem talk say di delivery go normal. But since Dem born di pikin, di pikin dey get serious problem. Di pikin no dey cry well and e no dey respond like new baby suppose respond. After birth, di pikin no cry well at all and e be like say e dey find am hard to wake up. Di pikin body fit dey stiff or e no dey move well as dem expect. Di pikin no fit suck breast well and e dey struggle to breastfeed.

Di mama dey worry because all her other pikin dem cry immediately after dem born dem.

Wetin fit cause dis kain problem? Which kind test dem fit do for di pikin? Wetin be di emergency steps wey health workers suppose take immediately? And which kind treatment dem fit give dis newborn pikin?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/01582ceae9c158cb9e2b24774626fc37_5TTHIJXz.wav
nemotron3-ultra,"Blue lips for newborn na sign of low oxygen (cyanosis) wey fit come from heart problem like hole in heart or lung problem. Struggling and gasping while sucking breast mean di baby dey use too much energy to breathe and eat same time, dis one serious. Medicine no go solve am if na structural heart or airway problem, di baby need urgent doctor examination and possible echocardiogram. Carry am go hospital now now for pediatrician to check heart and lungs. Early diagnosis and treatment fit save di baby life.",,nemotron_sahara_text_results.csv,text,sahara,True,fbe182bc-37fa-4c54-9748-c1b7fb60055e,60.071,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/dd600409-f864-48eb-a332-9c9465ddfbc6/28860e9c9b5bb64a9a0b1510599b8a59_0zp3riwt.wav,"One mama wey dey always bring her pikin come for injection talk say she don notice say her newborn baby get problem for mouth area, and the baby lips dey look blue.

Today too, she notice say anytime she dey breastfeed the baby, the baby dey struggle, dey gasp for air, and e dey find am hard to breathe well. She say na this one make her worry because she no know wetin dey happen to the baby.

Wetin fit make newborn baby lips dey look blue? Wetin fit make baby dey struggle and find am hard to breathe anytime e dey suck breast? Medicine fit solve the problem, abi the baby need make doctor examine am first?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/28860e9c9b5bb64a9a0b1510599b8a59_0zp3riwt.wav
nemotron3-ultra,"Madam, dis na emergency, carry di pikin go hospital sharp-sharp because difficulty in breathing plus blocked nose for 5 months old fit be bronchiolitis or pneumonia wey fit kill am quick. Di cough wey no gree stop for 3 days plus fast or noisy breathing mean say im lungs or airway dey blocked and im need oxygen, nebulization, or admission wey only hospital fit give. No try any herbal mixture, cough syrup, or menthol rub for chest because dem fit worsen di breathing problem for dis age. Since you no dey house, make sure your mama know say she no fit manage am for house and she must rush am go nearest children hospital or general hospital immediately. Breast milk still dey good for am but right now im need doctor treatment first before any feeding advice.",,nemotron_sahara_text_results.csv,text,sahara,True,c6ea618d-1e15-44bb-af49-11f64fd9f957,137.919,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/c2184580-897a-4338-8584-d85789785d3e/c9438f146fd61b41c130f839e729da06_4KGoMI1z.wav,"Me na woman wey don marry, I dey 35 years old. Abeg, I bring my pikin wey dey five months come make una check am and advise me.

I don resume work. But wetin surprise me be say for about three days now, my pikin dey cough without stop. We don try different things wey we fit think of to stop the cough, but e never gree stop.

Most times I no dey house. If I comot for morning, na around 6 p.m. I dey come back. Na my mama dey house dey take care of the baby.

Anytime I get chance to call, I dey ask how the pikin dey, and dem go tell me say the baby still dey cough.

My baby dey five months old. E no dey take only breast milk again because I don resume work. I breastfeed am only breast milk for the first three months, then after I begin give am other foods.

I don dey give am different kinds of food, including pap and other baby foods wey I know.

Wetin even surprise me pass be say since last night, the way e dey breathe no normal again. E no dey breathe well at all, and e nose don block completely.

My mama even tell me say as she dey baff am this morning, she use small warm water around e nose and chest because the cough don become serious.

The breathing wahala don start too. E no dey breathe freely again, and the air no dey pass well like before.

Abeg, my question be: wetin I fit use make the cough stop? And as e breathing no clear again, wetin I fit do, wetin I fit use for am, and which steps I fit take make e breathe well again and make nothing block e breathing?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/c9438f146fd61b41c130f839e729da06_4KGoMI1z.wav
nemotron3-ultra,"Madam, no panic, you do well to bring am quick because dog bite fit carry rabies wey no get cure if e enter body. Since the dog never collect vaccine and e dey waka anyhow, we must treat am like rabies case straight. We go clean the wound well well with soap and running water for 15 minutes, then apply iodine or spirit to kill germs. Your pikin go collect anti-rabies vaccine (PEP) today, day 3, day 7, day 14, and day 28, plus rabies immunoglobulin (RIG) wey we go inject around the wound today to stop virus quick. We go also give am tetanus vaccine if e never collect am, antibiotics like Augmentin to prevent bacteria infection, and pain relief. No need for blood test now, just monitor the wound and make sure e complete the vaccine doses.",,nemotron_sahara_text_results.csv,text,sahara,True,e16e85a0-0e17-46fb-b4da-25ff0ac08d9c,116.905,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/683d6b78-d383-497f-b4dd-0a5065a4a5a4/8265cd467f8997cba595c2adfeabbf9b_aDmV9Kyc.wav,"I bring my pikin we dey nine years come hospital dis afternoon. I send am make e go buy something for me for town, but one dog bite am. Wen dem bring the pikin come house and tell me wetin happen, I check where the dog bite am, and I see say the wound don red and don begin swell.

We ask people wey dey for that area about the dog wey bite my pikin, and the dog owner talk say dem never give the dog any vaccine before. Dem say the dog just dey waka comot, play around, and come back house. Dem still talk say dem never carry the dog go hospital or give am any medical treatment at all.

Na why fear catch me, and I quickly bring my pikin come hospital because I no want make e happen say na dog wey get rabies bite am.

Wetin fit happen to pikin wey dog bite? Wetin fit happen to wound wey don red and swell? E possible make infection like rabies enter through dis wound? E possible make something serious happen to my pikin because of dis dog bite?

Abeg doctor, wetin i fit do make infection no enter dis wound? Which vaccines and medicines una fit give my pikin make e get correct treatment? Apart from dat one, wetin else fit be done, or which kind medical tests una fit run to take care of the place wey the dog bite my pikin?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/8265cd467f8997cba595c2adfeabbf9b_aDmV9Kyc.wav
nemotron3-ultra,"Dis cough fit be bronchiolitis, asthma, or pneumonia wey dey worse for night. Danger signs na fast breathing, chest indrawing, blue lips, high fever, or pikin too weak to suck breast. Make you rush go hospital now for oxygen, nebulizer, and antibiotics if infection dey. Avoid smoke, cold air, and overcrowded room; keep pikin upright and breastfeed well. No give cough syrup or herbs without doctor talk.",,nemotron_sahara_text_results.csv,text,sahara,True,da002dc6-008b-4df6-b97e-ee7f0392aa35,99.407,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/f26c69ad-8975-45a0-a88b-89d29797e519/71095431a7241879ec6ea195c025d96d_zGbvst6F.wav,"One woman notice say for the past few days, pikin don dey cough without stopping. At first, she think say na ordinary cold wey catch the pikin for chest and say e go clear by itself. But the cough no gree stop. Every night, the pikin dey wake up suddenly because of the cough. Sometimes, e go dey struggle like say e hard am to breathe well.The woman go carry the pikin upright, and she fit hear the chest dey make sound and dey work hard as the pikin dey breathe. Because of this, the pikin no fit sleep well for night.

One day, after one night wey the pikin cough well-well and dey struggle to breathe properly, the woman decide say she must carry the pikin go hospital. She want know wetin dey cause the cough, wetin dey make the pikin find am hard to breathe, and how she fit help the pikin.

My question be: wetin fit make pikin cough seriously and find am hard to breathe, especially for night? Which kind danger signs dem suppose watch out for when pikin dey cough? Which things dem suppose avoid to help prevent or reduce this cough?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/71095431a7241879ec6ea195c025d96d_zGbvst6F.wav
nemotron3-ultra,"Dis symptoms fit be hyperthyroidism (overactive thyroid) wey fit start or worsen for pregnancy, especially Graves disease. E fit affect pikin growth, cause premature birth, low birth weight, or thyroid problem for pikin if no treat am well. Danger signs na: heart dey beat pass 110-120 per minute for rest, serious shortness of breath, chest pain, high fever, severe vomiting, or if swelling for neck dey block breathing or swallowing. Make she avoid plenty iodine things like kelp supplements or excess iodized salt, but normal food with iodine dey okay; make she chop balanced diet with protein, vegetables, and fruits. She must see doctor quick quick for thyroid function test (TSH, Free T4) and possible treatment with safe medicine like propylthiouracil for first trimester.",,nemotron_sahara_text_results.csv,text,sahara,True,c6b60bac-98ac-4053-bc7a-dde14e340cc3,75.808,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/6137ae04-21e0-4ff6-b09f-197033f84b81/f3a21085f98f17dfb83a7313662d30b5_XJUL9PbG.wav,"One woman wey get belle for six months we dey stay our house begin notice say hin heart dey beat fast fast like person wey just finish race. Sometimes e go just just Dey tire even though e never do any work and hin hand dey shake small small. 
After some weeks, e come notice say front of hin neck begin swell. As people begin tell am say hin neck no be like before again, fear catch am. E begin wonder whether Na one of the sickness wey dey affect women wey get belle or whether Na another problem entirely.

Now e don decide say e wan go see doctor make dem check wetin dey cause am. My question be say wetin fit make pregnant woman heart dey beat fast like person wey just run finish, with neck swelling? This problem fit affect the growth and development of the pikin wey dey hin belle? Wetin be the danger signs wey dey suppose watch out for while dem dey house? And e get any type of food and drink wey dem suppose avoid, or any wey e suppose chop and drink during this kind time?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/f3a21085f98f17dfb83a7313662d30b5_XJUL9PbG.wav
nemotron3-ultra,"Dis one na serious respiratory distress wey fit be severe bronchiolitis, pneumonia, or asthma exacerbation, and di chest indrawing plus inability to feed mean say e need urgent hospital admission for oxygen and nebulization. Di cough medicine from chemist no go work because dis no be ordinary cough, na lower airway obstruction wey need bronchodilators like salbutamol nebule and possible steroids. For house before you reach hospital, keep am upright, give small frequent feeds, use saline drops for nose if blocked, but **no give any cough syrup or antibiotics without doctor prescription**. Carry am go nearest teaching hospital or general hospital sharp-sharp for chest X-ray, oxygen saturation check, and proper treatment because dis fit kill pikin if dem no act fast. Time dey go, no wait make e worse.",,nemotron_sahara_text_results.csv,text,sahara,True,ca2895bc-3fec-4093-81e3-f1b7307b6044,142.647,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/e73f5d4f-f408-49e9-88fc-d6330583a326/daaf4f17a692bcdf4dc7af17888e2cfb_kRMrmr3v.wav,"Good evening, Doctor. Abeg, I bring my pikin come hospital because I notice say anytime wey e dey breathe, e dey make sound like say air dey pass through small hole. E dey sound like wheezing. E still dey sound like person wey dey blow whistle, and e dey struggle to breathe well.

I don also notice say for about three days now, e dey cough mostly for night. Sometimes, I dey see say e chest dey go inside and come outside well well, like say e dey use plenty power just to breathe. I still notice say e no fit chop well like before. Anytime wey e wan chop, e go first stop make e catch breath. Because of this problem, e never fit feed well for about three days now.

I don carry am go chemist for our area before, and dem give am cough medicine because e bin dey cough small, although the cough no too much.After e take the medicine, I notice say e no work. E breathing still dey breathe like before, and e still no fit chop well.

Abeg, wetin fit be the sickness wey dey make my pikin dey breathe with this whistling sound? E need chest examination or chest X-ray to know wetin dey worry am and why e chest dey draw go inside and come outside like this? Wetin be the treatment wey I fit give this pikin for house to help make e breathe better? Abi na any other medicine or any other way dey wey I fit use help am make e breathe well?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/daaf4f17a692bcdf4dc7af17888e2cfb_kRMrmr3v.wav
nemotron3-ultra,"Good evening, your brother get serious jaundice with high fever, vomiting, and convulsions wey fit be severe malaria, hepatitis, or sepsis. Him condition critical and e need urgent admission for IV fluids, antimalarials, antibiotics, and anticonvulsants. We go run blood tests like full blood count, malaria parasite, liver function, and blood culture to know exact cause. Early treatment go prevent brain damage or liver failure wey fit kill am. Make una no waste time, carry am go emergency ward now now.",,nemotron_sahara_text_results.csv,text,sahara,True,a1ae50d8-989e-4969-9550-9270ba479347,59.776,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/84a561a0-2200-4c00-94cc-00cccdcd05af/9f4aa20411da6e7dc1fcbfb075a9a9f4_Wj5sOgWD.wav,"Good evening. I come because of my younger sibling. I notice say hin eye and skin don begin turn yellow. This thing don dey happen for three days now. Hin body too dey very hot, fever dey worry am, and e no fit chop anything. Anything wey hin chop no dey stay hin belle. E dey vomit everything. As if that one no reach, e dey shake well well because hin head dey pain am and hin whole body dey burn with fever. 

We don try give am some medicine for house, but nothing don change. That yellow color for hin eye and skin no gree stop, instead e dey increase everyday. E no dey comfortable at all, e dey really suffer. God forbid, e dey suffer too much. Na why I come hospital make una help us know wetin dey happen and wetin we suppose do. So that my younger sibling go recover and the yellow color for hin skin and eye disappear 
",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/9f4aa20411da6e7dc1fcbfb075a9a9f4_Wj5sOgWD.wav
nemotron3-ultra,"Dis pikin fit get congenital heart disease like Tetralogy of Fallot wey dey cause cyanosis (blue lips) and breathing difficulty wen pikin dey suck or cry, or e fit be aspiration pneumonia if breastmilk enter lung. Oda dangerous signs na: fast breathing (over 60 per minute), chest indrawing, grunting, flaring nostrils, lethargy, poor feeding, cold hands/feet, and if pikin no dey move well. Heart or liver disease fit cause fluid for lung (pulmonary edema) or big liver wey dey press diaphragm, making breathing hard. Emergency first aid na: keep pikin warm (skin-to-skin), clear airway (suction mouth/nose if blocked), give oxygen if available, position head slightly up, and rush go hospital immediately for IV antibiotics, diuretics, or prostaglandin if heart problem. No waste time for house, neonatal respiratory distress na medical emergency wey fit kill quick.",,nemotron_sahara_text_results.csv,text,sahara,True,b4e21f2f-0324-4369-a36a-3b4bb3910461,101.895,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/2a66d79f-6174-4207-b1fb-ad41fec705a9/ee75291d151f8b8324ecdf383086b1b7_e9W0pnBj.wav,"One of my senior siblings just born baby girl few days ago. As she dey give the pikin breast, she come notice say anytime pikin dey suck breast, e dey hard am to breathe. Sometimes, as the pikin dey suck, e go just stop suddenly like say life no dey the body.

One midnight, as the mama dey breastfeed the pikin, she come notice say the pikin lips dey change color small small. Fear catch am well well, and she no know wetin to do. She quickly carry the pikin upright make e fit breathe better, but the pikin still dey struggle to breathe.

The papa too fear as e see say the pikin dey find am hard to breathe and the lips dey change color. Dem no waste time at all; dem quickly carry the pikin go hospital make doctors attend to am.

Wetin fit make newborn pikin lips dey change color? Abi difficulty to breathe while pikin dey suck breast na dangerous sign? Heart disease or liver disease fit make pikin dey struggle to breathe? Which other dangerous signs and symptoms wey parents suppose dey watch out for? And wetin be the emergency first treatment wey person fit give pikin wey dey struggle to breathe after medical help reach?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/ee75291d151f8b8324ecdf383086b1b7_e9W0pnBj.wav
nemotron3-ultra,"Dis kain cough wey don pass three months na chronic cough, e fit be sign of TB, asthma, COPD, or even lung cancer, so make we no dey guess. Di fact say home remedies and pharmacy cough syrup no work mean say di underlying cause never treat, ordinary cough medicine no go cure am. You suppose do chest X-ray, sputum test for TB (GeneXpert), and spirometry to know wetin exactly dey cause am. Treatment go depend on di result: if na TB, you go take anti-TB drugs for 6 months; if na asthma or COPD, inhalers go help; if na cancer, referral go needed. Stop self-medication, follow doctor treatment plan, avoid smoke and dust, and you go breathe well again.",,nemotron_sahara_text_results.csv,text,sahara,True,1883e8fe-6909-4dc9-a0ec-b5eb756e240e,89.327,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/994a8e3b-50c0-4688-b242-1ba7c30909aa/86059a070a4e55d39ef204f742762a15_tL9RtgtX.wav,"One man wey dem dey call Suberu, wey dey about 50 years old, begin dey cough one day. At first, the cough no too serious, but as weeks pass come turn months, the cough come dey worse gradually. After sometime, e begin find am hard to breathe well.

Na true say when the cough still small, e try different remedies wey people recommend, but them no work. Instead, the cough come dey worse. At last, e decide say instead of make him dey buy different medicine by himself, make e go hospital go see doctor.

When e reach hospital, e tell the doctor say e don dey cough for three months. E explain say e don try home remedies wey people advise am, like honey, hot water, bitter kola, and different cough medicines wey e buy from pharmacy. But instead make the cough dey reduce, e continue to dey worse. E don reach where sometimes e dey feel like say e no dey fit breathe well again because of the cough. 

The man come ask doctor say Wetin fit cause this cough wey don last for this long? Why be say all the remedies and medicines wey I don use no work? Wetin I suppose do make this cough stop completely, make I fit breathe well again and make I return to good health?",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/86059a070a4e55d39ef204f742762a15_tL9RtgtX.wav
nemotron3-ultra,"Madam, your husband symptoms show say e fit be allergic asthma or allergic rhinitis wey dust and smoke dey trigger am. Doctor fit do spirometry (breathing test), skin prick allergy test, or blood test for IgE and eosinophils to confirm am. Correct treatment na to avoid dust and smoke, use salbutamol inhaler for quick relief, and beclomethasone or budesonide inhaler daily for prevention. If nose dey block am, add loratadine or cetirizine tablet once daily and steroid nose spray like fluticasone. Make una go see doctor for proper check and prescription wey fit your husband body.",,nemotron_sahara_text_results.csv,text,sahara,True,ee6ce69d-1180-4cea-956c-63a756c5c174,56.557,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/c712181f-5cd9-40c4-bed4-e5793c47cbea/4f6c41f28a77dd13f4a3fe5361ca544c_ckBERdSD.wav,"My name na Mrs. Akinyele. For the past two months now, I don notice say my husband no Dey breathe normally at all. Anytime e dey for dusty place or where dem dey fry something and smoke dey, e go begin sneeze plenty-plenty, e go find am hard to breathe well.

Anytime e enter place wey dust or smoke dey, im breathing dey become difficult, and e dey sneeze continuously.

My question be: Abi any test dey wey doctor fit do to know the exact thing wey dey cause this problem? Shey na because of the dust and smoke, or na because something don change for im body system?

Also, wetin be the correct medicine wey e fit use make im breathing return to normal and make e fit dey breathe comfortably anytime and anywhere ",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/4f6c41f28a77dd13f4a3fe5361ca544c_ckBERdSD.wav
nemotron3-ultra,"Dis woman fit get puerperal sepsis or severe malaria with high fever of 38.2°C and rigors after delivery. Rapid test positive for malaria but sepsis fit dey hide, so you must start broad-spectrum antibiotics like IV ceftriaxone and metronidazole immediately. Give paracetamol 1g every 6 hours for fever and ensure she dey hydrate well with oral or IV fluids. Monitor vital signs, urine output, and watch for signs of shock or heavy bleeding. Refer urgently to higher facility if she no improve within 2 hours or if BP drop, because postpartum sepsis fit kill quick.",,nemotron_sahara_text_results.csv,text,sahara,True,d897f8b2-9e59-4d59-bb66-be52d5232966,136.105,Pidgin,http://speech-app.s3.amazonaws.com/static/audio/uploads/a57ed8e6-19fa-4e68-8ff5-ee0fa4696d02/db590cb818898f1be5aff3bc7d794e64_D3nhx3gF.wav,"Dis morning, one woman wey born for our place deliver her pikin early for dawn. Around 8:00 a.m., the person wey dey with am for house call us say the woman dey shiver, her body hot well-well, and she dey complain of plenty body pain.

We go check the woman, cover am with cloth, and check her temperature. Her temperature na 38.2°C. We come do malaria rapid test for am, and e show say the woman get malaria.

We ask am whether she don chop, and she say she never chop anything. We tell the people wey dey with am make dem give am tea make she drink.

We ask whether she don breastfeed the baby. She say as she wan breastfeed the baby, she notice say the baby don stool.

We help the woman sit up and lean back for the bed so her body fit feel small better. We check am again and see say her eyes no pale.

We advise say as soon as she don chop, make she take Paracetamol. After she take the Paracetamol, we go decide when next she fit take another dose.

Since the malaria test confirm say she get malaria, we fit continue with the appropriate treatment. Because she still dey feel weak, if she no improve after eating and taking Paracetamol, we go know the next treatment wey go fit help am.",Translate_only_Eng_to_Pidgin,/home/gabby/gates_benchmark/qa_dataset/Translate_only_Eng_to_Pidgin/db590cb818898f1be5aff3bc7d794e64_D3nhx3gF.wav
